loc_id,date,animal,regis_count,removal_count,update_date
NTP028,2025/11/18,0,0,0,2025/11/19
NTP027,2025/11/18,0,0,0,2025/11/19
NTP001,2025/11/18,0,6,0,2025/11/19
NTP011,2025/11/18,0,0,0,2025/11/19
NTP018,2025/11/18,0,0,0,2025/11/19
NTP019,2025/11/18,0,0,0,2025/11/19
NTP012,2025/11/18,0,0,0,2025/11/19
NTP024,2025/11/18,0,0,0,2025/11/19
NTP025,2025/11/18,0,0,0,2025/11/19
NTP026,2025/11/18,0,0,0,2025/11/19
NTP006,2025/11/18,0,2,0,2025/11/19
NTP020,2025/11/18,0,0,0,2025/11/19
NTP029,2025/11/18,0,0,0,2025/11/19
NTP004,2025/11/18,0,2,0,2025/11/19
NTP003,2025/11/18,0,13,0,2025/11/19
NTP013,2025/11/18,0,1,0,2025/11/19
NTP009,2025/11/18,0,0,0,2025/11/19
NTP007,2025/11/18,0,0,0,2025/11/19
NTP008,2025/11/18,0,0,0,2025/11/19
NTP002,2025/11/18,0,1,0,2025/11/19
NTP005,2025/11/18,0,3,0,2025/11/19
NTP016,2025/11/18,0,1,0,2025/11/19
NTP017,2025/11/18,0,0,0,2025/11/19
NTP014,2025/11/18,0,0,0,2025/11/19
NTP015,2025/11/18,0,0,0,2025/11/19
NTP023,2025/11/18,0,0,0,2025/11/19
NTP010,2025/11/18,0,11,0,2025/11/19
NTP021,2025/11/18,0,0,0,2025/11/19
NTP022,2025/11/18,0,0,0,2025/11/19
NTP028,2025/11/18,1,0,0,2025/11/19
NTP027,2025/11/18,1,0,0,2025/11/19
NTP001,2025/11/18,1,17,0,2025/11/19
NTP011,2025/11/18,1,3,0,2025/11/19
NTP018,2025/11/18,1,2,0,2025/11/19
NTP019,2025/11/18,1,0,0,2025/11/19
NTP012,2025/11/18,1,1,0,2025/11/19
NTP024,2025/11/18,1,0,0,2025/11/19
NTP025,2025/11/18,1,0,0,2025/11/19
NTP026,2025/11/18,1,0,0,2025/11/19
NTP006,2025/11/18,1,13,0,2025/11/19
NTP020,2025/11/18,1,0,0,2025/11/19
NTP029,2025/11/18,1,0,0,2025/11/19
NTP004,2025/11/18,1,0,0,2025/11/19
NTP003,2025/11/18,1,8,0,2025/11/19
NTP013,2025/11/18,1,7,0,2025/11/19
NTP009,2025/11/18,1,3,0,2025/11/19
NTP007,2025/11/18,1,3,0,2025/11/19
NTP008,2025/11/18,1,6,0,2025/11/19
NTP002,2025/11/18,1,9,0,2025/11/19
NTP005,2025/11/18,1,6,0,2025/11/19
NTP016,2025/11/18,1,6,0,2025/11/19
NTP017,2025/11/18,1,6,0,2025/11/19
NTP014,2025/11/18,1,2,0,2025/11/19
NTP015,2025/11/18,1,9,0,2025/11/19
NTP023,2025/11/18,1,0,0,2025/11/19
NTP010,2025/11/18,1,10,0,2025/11/19
NTP021,2025/11/18,1,0,0,2025/11/19
NTP022,2025/11/18,1,0,0,2025/11/19
TPE005,2025/11/18,0,0,0,2025/11/19
TPE006,2025/11/18,0,1,0,2025/11/19
TPE004,2025/11/18,0,5,0,2025/11/19
TPE001,2025/11/18,0,0,0,2025/11/19
TPE003,2025/11/18,0,14,0,2025/11/19
TPE007,2025/11/18,0,0,0,2025/11/19
TPE002,2025/11/18,0,6,0,2025/11/19
TPE011,2025/11/18,0,2,0,2025/11/19
TPE012,2025/11/18,0,1,0,2025/11/19
TPE010,2025/11/18,0,2,0,2025/11/19
TPE009,2025/11/18,0,0,0,2025/11/19
TPE008,2025/11/18,0,0,0,2025/11/19
TPE005,2025/11/18,1,1,0,2025/11/19
TPE006,2025/11/18,1,9,0,2025/11/19
TPE004,2025/11/18,1,3,0,2025/11/19
TPE001,2025/11/18,1,1,0,2025/11/19
TPE003,2025/11/18,1,8,0,2025/11/19
TPE007,2025/11/18,1,2,0,2025/11/19
TPE002,2025/11/18,1,6,0,2025/11/19
TPE011,2025/11/18,1,1,0,2025/11/19
TPE012,2025/11/18,1,2,0,2025/11/19
