name,place_id,buss_status,geometry,update_time
毛樂居寵物美容工作室,ChIJrcvWcAAHaDQRxPNXA-YvmJ0,OPERATIONAL,"{'lat': 24.8614266, 'lng': 121.5515846}",2025/11/16 08:12:44
毛樂居寵物美容工作室,ChIJrcvWcAAHaDQRxPNXA-YvmJ0,OPERATIONAL,"{'lat': 24.8614266, 'lng': 121.5515846}",2025/11/16 08:12:44
毛樂居寵物美容工作室,ChIJrcvWcAAHaDQRxPNXA-YvmJ0,OPERATIONAL,"{'lat': 24.8614266, 'lng': 121.5515846}",2025/11/16 08:12:44
毛樂居寵物美容工作室,ChIJrcvWcAAHaDQRxPNXA-YvmJ0,OPERATIONAL,"{'lat': 24.8614266, 'lng': 121.5515846}",2025/11/16 08:12:44
毛樂居寵物美容工作室,ChIJrcvWcAAHaDQRxPNXA-YvmJ0,OPERATIONAL,"{'lat': 24.8614266, 'lng': 121.5515846}",2025/11/16 08:12:44
