name,place_id,buss_status,geometry,update_time
桃然亭,ChIJj57KahwTaDQRr6OUbOeZcQ0,OPERATIONAL,"{'lat': 24.6863929, 'lng': 121.3997087}",2025/11/07 14:42:43
祈樂農莊,ChIJeXpsInltaDQREunll4t3bzM,OPERATIONAL,"{'lat': 24.6788718, 'lng': 121.3980431}",2025/11/07 14:42:43
"谷點咖啡民宿Goodian Coffee,Bed & Breakfast",ChIJ7yW4x3wWaDQRxWGcWcfmm5Y,OPERATIONAL,"{'lat': 24.676609, 'lng': 121.399532}",2025/11/07 14:42:43
拉拉山小吃–阿真的店山產美食餐廳,ChIJzx7SdCoTaDQR2guvBfbF5BE,OPERATIONAL,"{'lat': 24.6863495, 'lng': 121.399531}",2025/11/07 14:42:43
No.36Farm 36號農場,ChIJSxzazNVsaDQRWjD7LNOHQ5A,OPERATIONAL,"{'lat': 24.6793701, 'lng': 121.3974117}",2025/11/07 14:42:43
拉拉山5.5K農莊,ChIJpS1-TNFsaDQRFg3Ncuy0R1E,OPERATIONAL,"{'lat': 24.6818832, 'lng': 121.396301}",2025/11/07 14:42:43
