loc_id,city_id,category_id,regis,removal,pet_count,sum_store_score,category_raw_score,norm_city,norm_all,category_city_score,category_all_score,city_score,all_score,final_score,final_score_10
KSH019,KSH,3,13561,872,12689,2.2371954421484275,1.763098307312182,0.5,0.75,0.055,0.0825,4.0966000000000005,3.2399,3.8395900000000003,4.04
KSH019,KSH,4,13561,872,12689,11.332873966006986,8.931258543625965,7.39,5.54,1.1084999999999998,0.831,4.0966000000000005,3.2399,3.8395900000000003,4.04
KSH019,KSH,5,13561,872,12689,10.493120361781857,8.269462023628227,4.5,3.35,0.585,0.43550000000000005,4.0966000000000005,3.2399,3.8395900000000003,4.04
KSH020,KSH,2,4377,206,4171,5.728479020212094,13.7340662196406,4.31,2.85,0.38789999999999997,0.2565,2.5472,2.016,2.3878399999999997,2.51
KSH020,KSH,3,4377,206,4171,1.7823746288288982,4.273254924068325,4.24,4.49,0.46640000000000004,0.4939,2.5472,2.016,2.3878399999999997,2.51
KSH020,KSH,4,4377,206,4171,3.604411016040518,8.641599175354873,7.1,5.3,1.065,0.7949999999999999,2.5472,2.016,2.3878399999999997,2.51
KSH020,KSH,5,4377,206,4171,3.633789841857195,8.71203510394916,4.83,3.62,0.6279,0.4706,2.5472,2.016,2.3878399999999997,2.51
KSH021,KSH,1,3401,318,3083,0.6651785714285714,2.157569158055697,2.12,1.34,0.5724,0.36180000000000007,1.2449,0.8972,1.14059,1.2
KSH021,KSH,2,3401,318,3083,3.2517476940516907,10.54734899140996,3.02,2.06,0.2718,0.1854,1.2449,0.8972,1.14059,1.2
KSH021,KSH,5,3401,318,3083,1.035120328863574,3.3575099865831137,0.89,0.5,0.11570000000000001,0.065,1.2449,0.8972,1.14059,1.2
KSH021,KSH,6,3401,318,3083,0.5342857142857144,1.7330058848060796,9.5,9.5,0.285,0.285,1.2449,0.8972,1.14059,1.2
KSH022,KSH,2,1654,852,802,4.659210176987578,58.09488998737629,9.5,9.5,0.855,0.855,1.8417,1.6206999999999998,1.7753999999999999,1.87
KSH022,KSH,5,1654,852,802,1.0,12.468827930174564,7.59,5.89,0.9867,0.7656999999999999,1.8417,1.6206999999999998,1.7753999999999999,1.87
KSH023,KSH,1,3592,366,3226,0.5742857142857142,1.7801789035515008,1.5,0.76,0.405,0.20520000000000002,3.0246000000000004,2.1817,2.7717300000000002,2.92
KSH023,KSH,2,3592,366,3226,4.129645016975125,12.801131484733805,3.93,2.62,0.3537,0.2358,3.0246000000000004,2.1817,2.7717300000000002,2.92
KSH023,KSH,4,3592,366,3226,3.100538139301337,9.611091566340164,8.06,6.11,1.209,0.9165,3.0246000000000004,2.1817,2.7717300000000002,2.92
KSH023,KSH,5,3592,366,3226,4.260788055429173,13.207650512799669,8.13,6.34,1.0569000000000002,0.8242,3.0246000000000004,2.1817,2.7717300000000002,2.92
KSH024,KSH,1,3740,433,3307,1.9027786849005672,5.753791003630382,8.02,6.96,2.1654,1.8792000000000002,5.4214,4.5321,5.15461,5.43
KSH024,KSH,2,3740,433,3307,4.520154742434819,13.668444942349016,4.28,2.84,0.3852,0.2556,5.4214,4.5321,5.15461,5.43
KSH024,KSH,3,3740,433,3307,1.9457158042602862,5.883628074569962,6.64,6.89,0.7303999999999999,0.7579,5.4214,4.5321,5.15461,5.43
KSH024,KSH,4,3740,433,3307,3.622008079363769,10.95254937817892,9.39,7.22,1.4085,1.083,5.4214,4.5321,5.15461,5.43
KSH024,KSH,5,3740,433,3307,3.2419876092430604,9.803409764871667,5.63,4.28,0.7319,0.5564,5.4214,4.5321,5.15461,5.43
KSH025,KSH,1,2753,148,2605,0.42946428571428574,1.6486153002467783,1.28,0.55,0.3456,0.14850000000000002,1.7032,1.1355,1.5328899999999999,1.61
KSH025,KSH,2,2753,148,2605,0.6171428571428571,2.36907046887853,0.5,0.5,0.045,0.045,1.7032,1.1355,1.5328899999999999,1.61
KSH025,KSH,4,2753,148,2605,1.128478032558075,4.331969414810269,2.84,1.73,0.426,0.2595,1.7032,1.1355,1.5328899999999999,1.61
KSH025,KSH,5,2753,148,2605,2.973620278310481,11.41504905301528,6.82,5.25,0.8866,0.6825,1.7032,1.1355,1.5328899999999999,1.61
KSH026,KSH,2,2228,84,2144,1.1354245128488367,5.295823287541216,0.9,0.75,0.081,0.0675,1.2339,0.8879,1.1301,1.19
KSH026,KSH,4,2228,84,2144,1.6082231420170263,7.501040774333145,5.97,4.36,0.8955,0.654,1.2339,0.8879,1.1301,1.19
KSH026,KSH,5,2228,84,2144,1.0369995515160442,4.836751639533788,1.98,1.28,0.2574,0.16640000000000002,1.2339,0.8879,1.1301,1.19
KSH028,KSH,1,1932,128,1804,0.6726190476190477,3.7284869601942776,4.7,3.8,1.2690000000000001,1.026,1.6463,1.2647,1.53182,1.61
KSH028,KSH,2,1932,128,1804,1.8120613170114175,10.044685792746217,2.82,1.93,0.25379999999999997,0.1737,1.6463,1.2647,1.53182,1.61
KSH028,KSH,5,1932,128,1804,0.6190476190476191,3.4315278217717244,0.95,0.5,0.1235,0.065,1.6463,1.2647,1.53182,1.61
KSH029,KSH,1,4983,684,4299,0.4,0.930448941614329,0.5,0.5,0.135,0.135,0.7739,0.6713,0.7431199999999999,0.78
KSH029,KSH,2,4983,684,4299,2.9578050035265013,6.880216337581999,1.54,1.14,0.1386,0.10259999999999998,0.7739,0.6713,0.7431199999999999,0.78
KSH029,KSH,3,4983,684,4299,1.3139595747500006,3.0564307391253793,2.43,2.67,0.26730000000000004,0.2937,0.7739,0.6713,0.7431199999999999,0.78
KSH029,KSH,4,4983,684,4299,1.1146543923477328,2.5928224990642774,1.12,0.5,0.168,0.075,0.7739,0.6713,0.7431199999999999,0.78
KSH029,KSH,5,4983,684,4299,1.188986815787418,2.7657288108569853,0.5,0.5,0.065,0.065,0.7739,0.6713,0.7431199999999999,0.78
KSH030,KSH,1,5155,554,4601,1.1400088478897588,2.4777414646593323,2.65,1.85,0.7155,0.49950000000000006,4.3469999999999995,3.4798,4.08684,4.3
KSH030,KSH,2,5155,554,4601,9.113775164597808,19.80824856465509,6.76,4.37,0.6083999999999999,0.3933,4.3469999999999995,3.4798,4.08684,4.3
KSH030,KSH,3,5155,554,4601,1.8491844223855467,4.019092419877302,3.86,4.11,0.4246,0.45210000000000006,4.3469999999999995,3.4798,4.08684,4.3
KSH030,KSH,4,5155,554,4601,4.901613052185978,10.65336459940443,9.09,6.97,1.3635,1.0454999999999999,4.3469999999999995,3.4798,4.08684,4.3
KSH030,KSH,5,5155,554,4601,7.631140645611454,16.585830570770383,9.5,8.38,1.235,1.0894000000000001,4.3469999999999995,3.4798,4.08684,4.3
KSH031,KSH,1,6086,560,5526,0.3,0.5428881650380022,0.5,0.5,0.135,0.135,2.7055000000000002,2.0391,2.50558,2.64
KSH031,KSH,2,6086,560,5526,15.111101906863066,27.345461286397153,9.5,6.25,0.855,0.5625,2.7055000000000002,2.0391,2.50558,2.64
KSH031,KSH,3,6086,560,5526,1.3391947257778316,2.4234432243536586,1.48,1.73,0.1628,0.1903,2.7055000000000002,2.0391,2.50558,2.64
KSH031,KSH,4,6086,560,5526,4.996354200507048,9.041538545977286,7.5,5.63,1.125,0.8444999999999999,2.7055000000000002,2.0391,2.50558,2.64
KSH031,KSH,5,6086,560,5526,3.6593270305677468,6.6220177896629515,3.29,2.36,0.4277,0.3068,2.7055000000000002,2.0391,2.50558,2.64
KSH032,KSH,2,2248,158,2090,7.117918797204602,34.057027737821066,9.5,7.92,0.855,0.7128,2.165,2.0228,2.12234,2.23
KSH032,KSH,4,2248,158,2090,0.41000000000000003,1.9617224880382778,0.5,0.5,0.075,0.075,2.165,2.0228,2.12234,2.23
KSH032,KSH,5,2248,158,2090,6.00626394581267,28.73810500388837,9.5,9.5,1.235,1.235,2.165,2.0228,2.12234,2.23
KSH033,KSH,2,1092,228,864,3.082479668781496,35.676848018304355,9.5,8.33,0.855,0.7497,2.09,1.8417000000000001,2.01551,2.12
KSH033,KSH,5,1092,228,864,1.4363483248876767,16.624401908422183,9.5,8.4,1.235,1.092,2.09,1.8417000000000001,2.01551,2.12
KSH034,KSH,2,2325,253,2072,1.0562489328285813,5.0977265097904505,0.82,0.7,0.07379999999999999,0.063,0.7403,0.5345,0.6785599999999999,0.71
KSH034,KSH,4,2325,253,2072,1.1429545176715925,5.51618975710228,4.01,2.71,0.6014999999999999,0.4065,0.7403,0.5345,0.6785599999999999,0.71
KSH034,KSH,5,2325,253,2072,0.48,2.3166023166023164,0.5,0.5,0.065,0.065,0.7403,0.5345,0.6785599999999999,0.71
KSH035,KSH,2,3873,188,3685,0.5416666666666665,1.469923111714156,0.5,0.5,0.045,0.045,0.3273,0.185,0.28461,0.3
KSH035,KSH,4,3873,188,3685,1.0265626384309048,2.7857873498803385,1.31,0.5,0.1965,0.075,0.3273,0.185,0.28461,0.3
KSH035,KSH,5,3873,188,3685,1.1199106467612912,3.0391062327307767,0.66,0.5,0.0858,0.065,0.3273,0.185,0.28461,0.3
KSH036,KSH,2,821,72,749,0.7023809523809523,9.377582808824464,2.55,1.77,0.22949999999999998,0.1593,0.22949999999999998,0.1593,0.20844,0.22
