loc_id,date,animal,regis_count,removal_count,update_date
NTP028,2025/11/11,0,0,0,2025/11/12
NTP027,2025/11/11,0,0,0,2025/11/12
NTP001,2025/11/11,0,13,0,2025/11/12
NTP011,2025/11/11,0,0,0,2025/11/12
NTP018,2025/11/11,0,0,0,2025/11/12
NTP019,2025/11/11,0,0,0,2025/11/12
NTP012,2025/11/11,0,0,0,2025/11/12
NTP024,2025/11/11,0,0,0,2025/11/12
NTP025,2025/11/11,0,0,0,2025/11/12
NTP026,2025/11/11,0,0,0,2025/11/12
NTP006,2025/11/11,0,2,0,2025/11/12
NTP020,2025/11/11,0,1,0,2025/11/12
NTP029,2025/11/11,0,0,0,2025/11/12
NTP004,2025/11/11,0,0,0,2025/11/12
NTP003,2025/11/11,0,1,0,2025/11/12
NTP013,2025/11/11,0,0,0,2025/11/12
NTP009,2025/11/11,0,1,0,2025/11/12
NTP007,2025/11/11,0,2,0,2025/11/12
NTP008,2025/11/11,0,0,0,2025/11/12
NTP002,2025/11/11,0,2,0,2025/11/12
NTP005,2025/11/11,0,1,0,2025/11/12
NTP016,2025/11/11,0,0,0,2025/11/12
NTP017,2025/11/11,0,1,0,2025/11/12
NTP014,2025/11/11,0,0,0,2025/11/12
NTP015,2025/11/11,0,0,0,2025/11/12
NTP023,2025/11/11,0,1,0,2025/11/12
NTP010,2025/11/11,0,0,0,2025/11/12
NTP021,2025/11/11,0,0,0,2025/11/12
NTP022,2025/11/11,0,0,0,2025/11/12
NTP028,2025/11/11,1,10,0,2025/11/12
NTP027,2025/11/11,1,0,0,2025/11/12
NTP001,2025/11/11,1,11,0,2025/11/12
NTP011,2025/11/11,1,0,0,2025/11/12
NTP018,2025/11/11,1,1,0,2025/11/12
NTP019,2025/11/11,1,0,0,2025/11/12
NTP012,2025/11/11,1,2,0,2025/11/12
NTP024,2025/11/11,1,0,0,2025/11/12
NTP025,2025/11/11,1,0,0,2025/11/12
NTP026,2025/11/11,1,0,0,2025/11/12
NTP006,2025/11/11,1,6,0,2025/11/12
NTP020,2025/11/11,1,0,0,2025/11/12
NTP029,2025/11/11,1,0,0,2025/11/12
NTP004,2025/11/11,1,0,0,2025/11/12
NTP003,2025/11/11,1,2,0,2025/11/12
NTP013,2025/11/11,1,4,0,2025/11/12
NTP009,2025/11/11,1,0,0,2025/11/12
NTP007,2025/11/11,1,4,0,2025/11/12
NTP008,2025/11/11,1,0,0,2025/11/12
NTP002,2025/11/11,1,5,0,2025/11/12
NTP005,2025/11/11,1,2,0,2025/11/12
NTP016,2025/11/11,1,2,0,2025/11/12
NTP017,2025/11/11,1,2,0,2025/11/12
NTP014,2025/11/11,1,5,0,2025/11/12
NTP015,2025/11/11,1,0,0,2025/11/12
NTP023,2025/11/11,1,1,0,2025/11/12
NTP010,2025/11/11,1,4,0,2025/11/12
NTP021,2025/11/11,1,2,0,2025/11/12
NTP022,2025/11/11,1,1,0,2025/11/12
TPE005,2025/11/11,0,1,0,2025/11/12
TPE006,2025/11/11,0,0,0,2025/11/12
TPE004,2025/11/11,0,0,0,2025/11/12
TPE001,2025/11/11,0,0,0,2025/11/12
TPE003,2025/11/11,0,1,0,2025/11/12
TPE007,2025/11/11,0,0,0,2025/11/12
TPE002,2025/11/11,0,0,0,2025/11/12
TPE011,2025/11/11,0,0,0,2025/11/12
TPE012,2025/11/11,0,0,0,2025/11/12
TPE010,2025/11/11,0,0,0,2025/11/12
TPE009,2025/11/11,0,0,0,2025/11/12
TPE008,2025/11/11,0,1,0,2025/11/12
TPE005,2025/11/11,1,1,0,2025/11/12
TPE006,2025/11/11,1,2,0,2025/11/12
TPE004,2025/11/11,1,3,0,2025/11/12
TPE001,2025/11/11,1,2,0,2025/11/12
TPE003,2025/11/11,1,3,0,2025/11/12
TPE007,2025/11/11,1,3,0,2025/11/12
TPE002,2025/11/11,1,2,0,2025/11/12
TPE011,2025/11/11,1,4,0,2025/11/12
TPE012,2025/11/11,1,1,0,2025/11/12
TPE010,2025/11/11,1,7,0,2025/11/12
TPE009,2025/11/11,1,2,0,2025/11/12
TPE008,2025/11/11,1,5,0,2025/11/12
TYN002,2025/11/11,0,0,0,2025/11/12
TYN010,2025/11/11,0,0,0,2025/11/12
TYN009,2025/11/11,0,1,0,2025/11/12
TYN004,2025/11/11,0,0,0,2025/11/12
TYN011,2025/11/11,0,0,0,2025/11/12
TYN012,2025/11/11,0,0,0,2025/11/12
TYN001,2025/11/11,0,0,0,2025/11/12
TYN007,2025/11/11,0,1,0,2025/11/12
TYN008,2025/11/11,0,0,0,2025/11/12
TYN003,2025/11/11,0,0,0,2025/11/12
TYN013,2025/11/11,0,0,0,2025/11/12
TYN006,2025/11/11,0,0,0,2025/11/12
TYN005,2025/11/11,0,0,0,2025/11/12
TYN002,2025/11/11,1,11,0,2025/11/12
TYN010,2025/11/11,1,7,0,2025/11/12
TYN009,2025/11/11,1,6,0,2025/11/12
TYN004,2025/11/11,1,8,0,2025/11/12
TYN011,2025/11/11,1,0,0,2025/11/12
TYN012,2025/11/11,1,0,0,2025/11/12
TYN001,2025/11/11,1,4,0,2025/11/12
TYN007,2025/11/11,1,2,0,2025/11/12
TYN008,2025/11/11,1,2,0,2025/11/12
